PRICE_LIMIT;NAME;URL
153;SSD;https://www.amazon.de/dp/B0BM459NHM/?coliid=ISGB8J64FMRO8&colid=3139W8DT6IZ27&ref_=list_c_wl_gv_ov_lig_pi_dp&th=1
50;IRRBB Book;https://www.amazon.de/Interest-Rate-Risk-Banking-Book-ebook/dp/B09KBK4NLM/ref=tmm_kin_swatch_0?_encoding=UTF8&dib_tag=se&dib=eyJ2IjoiMSJ9.9gT3ikRVhiNVVKQdCi4KSrOMe5-wfKO2zC9HANb9csBmYLlJxC2XT4nNNQKyMmcj0o-CgG-tZpu0Ox4UKfDgj9DXi_VoxVKehlKPWGJ2TsoZJob0nReKaKJUf-mzYRFL1J01ghvzNn_D4JfGF9qKwxDxDJOvUdCfMXSEmdmw4d5VpYo0pD0wbyLRKISuYNmXUbfvK7tFDgSfLrxXvkR-yiy_K4YGn3ro4RLWPlgmo9c.eCzDViRteT_MZaiZ2y38tCXcL_DrrBap7pVezIxh0Ag&qid=1760299135&sr=8-2
